2.540147e+02	1.683054e+02	2.530270e+02	1.240611e+02	3.149170e+02	1.226796e+02	3.159046e+02	1.669239e+02	1.787212e+02	2.485208e+02	1.183704e+02	7.188994e+01	5.424426e+01	
2.464444e+02	2.539854e+02	2.486373e+02	1.904925e+02	3.286405e+02	1.932556e+02	3.264476e+02	2.567485e+02	-1.780219e+02	2.425409e+02	1.868741e+02	9.000314e+01	7.349289e+01	
2.483272e+02	3.373874e+02	2.467545e+02	2.895610e+02	3.307828e+02	2.867979e+02	3.323555e+02	3.346243e+02	1.781166e+02	2.425409e+02	2.831794e+02	9.402830e+01	5.782640e+01	
2.520320e+02	4.246576e+02	2.511000e+02	3.679713e+02	3.351283e+02	3.665898e+02	3.360603e+02	4.232760e+02	1.790581e+02	2.465660e+02	3.622806e+02	9.402830e+01	6.668624e+01	
2.586152e+02	5.107617e+02	2.605598e+02	4.615393e+02	3.305000e+02	4.643024e+02	3.285554e+02	5.135248e+02	-1.777376e+02	2.545875e+02	4.579208e+02	7.994025e+01	5.922247e+01	
6.219855e+02	1.011372e+02	6.248007e+02	1.582129e+02	5.407724e+02	1.623576e+02	5.379572e+02	1.052819e+02	-2.823797e+00	5.343648e+02	9.820953e+01	9.402830e+01	6.707570e+01	
6.346045e+02	3.445230e+02	6.363326e+02	4.232380e+02	5.413321e+02	4.253236e+02	5.396041e+02	3.466085e+02	-1.257601e+00	5.354681e+02	3.405657e+02	1.050005e+02	8.871507e+01	
6.207708e+02	5.842718e+02	6.357316e+02	6.353885e+02	5.669710e+02	6.555134e+02	5.520101e+02	6.043967e+02	-1.631372e+01	5.544906e+02	5.893342e+02	7.876063e+01	6.111670e+01	
7.052656e+02	1.391278e+02	7.035846e+02	9.535434e+01	7.755375e+02	9.259123e+01	7.772184e+02	1.363647e+02	1.778008e+02	6.994251e+02	8.897278e+01	8.195283e+01	5.377351e+01	
7.014475e+02	2.926868e+02	6.992946e+02	2.319212e+02	7.772852e+02	2.291581e+02	7.794381e+02	2.899237e+02	1.779709e+02	6.953711e+02	2.255396e+02	8.799057e+01	7.076558e+01	
7.078967e+02	3.622262e+02	7.078402e+02	3.117653e+02	7.863837e+02	3.116773e+02	7.864402e+02	3.621382e+02	1.799358e+02	7.028684e+02	3.067213e+02	8.854353e+01	6.046085e+01	
7.167038e+02	5.012731e+02	7.122144e+02	4.460895e+02	7.801421e+02	4.405633e+02	7.846315e+02	4.957469e+02	1.753490e+02	7.094591e+02	4.383264e+02	7.792767e+01	6.518361e+01	
7.242102e+02	5.676072e+02	7.198665e+02	5.152883e+02	7.893967e+02	5.095157e+02	7.937404e+02	5.618346e+02	1.752540e+02	7.170383e+02	5.074020e+02	7.953026e+01	6.231895e+01	
1.057574e+03	1.062560e+02	1.056345e+03	1.647801e+02	9.754798e+02	1.630817e+02	9.767089e+02	1.045577e+02	1.203159e+00	9.710943e+02	1.004068e+02	9.086499e+01	6.852408e+01	
9.063449e+02	2.876274e+02	9.662222e+02	2.890089e+02	9.648407e+02	3.488863e+02	9.049633e+02	3.475047e+02	-8.867825e+01	9.006541e+02	2.833181e+02	6.987736e+01	6.987736e+01	
1.075215e+03	2.393680e+02	1.077232e+03	2.962923e+02	9.992411e+02	2.990554e+02	9.972243e+02	2.421311e+02	-2.029065e+00	9.932327e+02	2.357496e+02	8.799057e+01	6.692431e+01	
1.072205e+03	3.057587e+02	1.076216e+03	3.652937e+02	9.942007e+02	3.708199e+02	9.901892e+02	3.112849e+02	-3.854753e+00	9.871950e+02	3.035218e+02	9.201572e+01	6.953503e+01	
1.062505e+03	3.752884e+02	1.065790e+03	4.339191e+02	9.918251e+02	4.380638e+02	9.885397e+02	3.794331e+02	-3.207217e+00	9.851824e+02	3.723607e+02	8.396541e+01	6.863072e+01	
1.069663e+03	4.475404e+02	1.070708e+03	5.053485e+02	9.942297e+02	5.067300e+02	9.931854e+02	4.489220e+02	-1.034918e+00	9.887075e+02	4.432312e+02	8.647799e+01	6.780808e+01	
1.087598e+03	5.170175e+02	1.084974e+03	5.740265e+02	9.974329e+02	5.699980e+02	1.000056e+03	5.129890e+02	2.634775e+00	9.937446e+02	5.100033e+02	9.754159e+01	6.700896e+01	
1.058768e+03	5.849735e+02	1.049344e+03	6.440848e+02	9.713534e+02	6.316509e+02	9.807775e+02	5.725396e+02	9.058378e+00	9.710655e+02	5.737565e+02	8.799057e+01	6.911133e+01	
