2.763971e+02	9.125021e+01	2.911375e+02	3.823406e+01	3.308891e+02	4.928647e+01	3.161486e+02	1.023026e+02	1.055379e+02	2.787673e+02	3.876027e+01	4.975157e+01	6.301615e+01	
3.002141e+02	1.003123e+02	3.209637e+02	4.665470e+01	3.566901e+02	6.047021e+01	3.359405e+02	1.141279e+02	1.111416e+02	3.055889e+02	4.856245e+01	4.572642e+01	6.365764e+01	
3.357693e+02	1.198356e+02	3.403509e+02	6.059604e+01	3.760773e+02	6.335915e+01	3.714957e+02	1.225987e+02	9.442249e+01	3.330601e+02	5.697760e+01	4.572642e+01	6.923955e+01	
4.067807e+02	7.245025e+01	3.982382e+02	1.261116e+02	3.635243e+02	1.205854e+02	3.720669e+02	6.692404e+01	8.095480e+01	3.627956e+02	6.468714e+01	4.471384e+01	6.366135e+01	
4.365801e+02	8.197324e+01	4.213120e+02	1.363161e+02	3.836384e+02	1.257314e+02	3.989065e+02	7.138853e+01	7.430682e+01	3.862725e+02	7.168089e+01	4.767352e+01	6.434283e+01	
4.662600e+02	8.719231e+01	4.517347e+02	1.471067e+02	4.236193e+02	1.402905e+02	4.381446e+02	8.037614e+01	7.637239e+01	4.258820e+02	7.878423e+01	3.811540e+01	6.991439e+01	
2.577426e+02	2.528859e+02	2.689840e+02	2.023270e+02	3.064148e+02	2.106494e+02	2.951734e+02	2.612084e+02	1.025354e+02	2.583633e+02	2.014882e+02	4.743077e+01	6.055892e+01	
3.327079e+02	2.079406e+02	3.264053e+02	2.586422e+02	2.894623e+02	2.540500e+02	2.957648e+02	2.033483e+02	8.291414e+01	2.876136e+02	2.006444e+02	4.694305e+01	6.070168e+01	
2.504334e+02	6.985601e+00	2.744656e+02	2.230007e+01	2.498147e+02	6.098351e+01	2.257824e+02	4.566904e+01	5.749276e+01	2.327985e+02	9.642838e+00	3.465094e+01	4.868344e+01	
6.178367e+02	4.542920e+02	6.782514e+02	4.322824e+02	6.878143e+02	4.585319e+02	6.273996e+02	4.805415e+02	1.599829e+02	6.176181e+02	4.382872e+02	7.041471e+01	3.624948e+01	
6.983443e+02	4.840886e+02	6.379953e+02	5.102468e+02	6.254198e+02	4.812343e+02	6.857689e+02	4.550760e+02	2.343427e+01	6.267075e+02	4.631551e+02	7.034907e+01	3.901258e+01	
6.541906e+02	5.320644e+02	7.063000e+02	5.064807e+02	7.219006e+02	5.382564e+02	6.697912e+02	5.638401e+02	1.538507e+02	6.569909e+02	5.142725e+02	6.210935e+01	4.177568e+01	
6.763417e+02	5.932590e+02	7.244004e+02	5.613364e+02	7.400011e+02	5.848228e+02	6.919423e+02	6.167454e+02	1.464062e+02	6.791420e+02	5.680796e+02	5.805872e+01	4.192260e+01	
8.125278e+02	5.149488e+02	8.578999e+02	4.876759e+02	8.744876e+02	5.152719e+02	8.291156e+02	5.425447e+02	1.489902e+02	8.158217e+02	4.963124e+02	5.537205e+01	3.759595e+01	
9.419559e+02	6.336878e+02	9.011387e+02	6.575963e+02	8.855729e+02	6.310220e+02	9.263901e+02	6.071134e+02	3.035948e+01	8.883558e+02	6.140677e+02	5.081719e+01	3.657432e+01	
7.583647e+02	6.090144e+02	7.108051e+02	6.395265e+02	6.921919e+02	6.105139e+02	7.397515e+02	5.800018e+02	3.268246e+01	6.964985e+02	5.895081e+02	5.755952e+01	4.051212e+01	
3.450520e+02	2.770692e+02	3.472625e+02	2.199078e+02	3.829889e+02	2.212893e+02	3.807784e+02	2.784507e+02	9.221454e+01	3.411572e+02	2.155985e+02	4.572642e+01	6.716141e+01	
3.843962e+02	2.761195e+02	3.843962e+02	2.208574e+02	4.100597e+02	2.208574e+02	4.100597e+02	2.761195e+02	90	3.793962e+02	2.158574e+02	3.566352e+01	6.526205e+01	
4.164238e+02	2.807215e+02	4.164463e+02	2.300481e+02	4.422722e+02	2.300595e+02	4.422498e+02	2.807330e+02	9.002537e+01	4.114351e+02	2.250538e+02	3.582594e+01	6.067345e+01	
